"","country","points","price","province","variety"
"36273","US",88,36,"Washington","Merlot"
"103339","Chile",88,12,"Curicó Valley","Chardonnay"
"126066","US",88,25,"California","Chardonnay"
"70924","US",83,20,"California","Merlot"
"20031","Italy",87,NA,"Southern Italy","Red Blend"
"58749","US",89,36,"California","Pinot Noir"
"34424","US",84,15,"California","Red Blend"
"85374","US",90,42,"California","Pinot Noir"
"92518","Spain",88,40,"Northern Spain","Garnacha"
"35856","France",93,45,"Bordeaux","Bordeaux-style Red Blend"
"144185","US",84,15,"California","Merlot"
"56065","US",92,48,"California","Pinot Noir"
"54011","US",92,38,"California","Chardonnay"
"85473","US",94,36,"California","Chardonnay"
"101881","Spain",88,19,"Northern Spain","Tinta de Toro"
"142912","US",82,52,"California","Pinot Noir"
"141535","US",88,48,"Washington","Red Blend"
"36421","US",83,16,"New York","Riesling"
"118302","US",83,13,"New York","Riesling"
"144312","US",91,52,"Oregon","Pinot Noir"
"117373","Spain",87,23,"Catalonia","Syrah"
"9623","US",91,39,"California","Pinot Noir"
"85236","France",90,20,"Languedoc-Roussillon","Rhône-style Red Blend"
"150873","Chile",83,7,"Maipo Valley","Merlot"
"40751","Austria",90,19,"Weinviertel","Grüner Veltliner"
"17731","US",84,50,"California","Zinfandel"
"100307","France",90,164,"Loire Valley","Pinot Noir"
"63063","France",84,NA,"Loire Valley","Cabernet Sauvignon-Cabernet Franc"
"20430","Italy",89,90,"Veneto","Corvina, Rondinella, Molinara"
"63680","US",92,45,"California","Meritage"
"74370","US",85,30,"Oregon","Tempranillo"
"1421","US",90,44,"California","Cabernet Sauvignon"
"81633","Italy",85,10,"Sicily & Sardinia","Merlot"
"133364","US",85,19,"California","Pinot Grigio"
"23208","US",88,12,"Washington","Merlot"
"92432","US",80,40,"California","Red Blend"
"26974","US",91,21,"California","Tempranillo"
"94609","US",89,33,"California","Chardonnay"
"79026","US",85,16,"California","Zinfandel"
"147204","US",87,19,"California","Roussanne"
"138547","US",83,18,"California","Cabernet Sauvignon"
"120775","US",92,30,"California","Grenache Blanc"
"28386","US",87,28,"California","Rosé"
"40440","Romania",86,7,"Recas","Moscato"
"107497","Chile",83,28,"Maipo Valley","Merlot"
"1736","France",90,60,"Burgundy","Pinot Noir"
"150830","Chile",87,8,"Central Valley","Cabernet Sauvignon"
"30853","US",89,19,"California","Pinot Noir"
"4969","Italy",88,45,"Piedmont","Nebbiolo"
"96349","US",85,42,"California","Zinfandel"
"86894","South Africa",86,15,"Stellenbosch","Rosé"
"86868","France",89,NA,"Burgundy","Chardonnay"
"84746","Italy",93,NA,"Piedmont","Nebbiolo"
"126790","Argentina",86,10,"Mendoza Province","Malbec"
"47964","US",92,50,"California","Bordeaux-style Red Blend"
"22766","South Africa",88,12,"Western Cape","Cabernet Sauvignon-Merlot-Shiraz"
"60316","Argentina",87,10,"Mendoza Province","Malbec"
"140181","Spain",94,70,"Catalonia","Red Blend"
"54655","France",95,NA,"Bordeaux","Bordeaux-style Red Blend"
"6732","Spain",92,31,"Catalonia","Red Blend"
"65567","Argentina",83,6,"Mendoza Province","Shiraz"
"144463","France",86,20,"Burgundy","Pinot Noir"
"48097","Italy",86,15,"Tuscany","Sangiovese"
"138929","US",95,35,"California","Chardonnay"
"94090","US",83,9,"California","Petite Sirah"
"19761","US",92,50,"Washington","Cabernet Sauvignon-Syrah"
"88795","Spain",83,10,"Northern Spain","Sauvignon Blanc"
"22932","US",87,20,"California","Roussanne"
"29657","Italy",87,14,"Tuscany","Sangiovese"
"7727","Italy",87,36,"Piedmont","Barbera"
"145676","US",95,75,"California","Cabernet Sauvignon"
"98926","US",88,32,"Washington","Cabernet Sauvignon"
"90042","US",88,13,"California","Sparkling Blend"
"42944","France",87,22,"Bordeaux","Bordeaux-style Red Blend"
"11943","Italy",90,31,"Southern Italy","Falanghina"
"80334","Spain",88,20,"Northern Spain","Garnacha"
"75627","US",84,25,"California","Zinfandel"
"14899","Australia",86,12,"Victoria","Chardonnay"
"62479","Spain",84,15,"Northern Spain","Tempranillo"
"124793","US",89,20,"Washington","White Blend"
"120009","US",92,30,"California","Chardonnay"
"86050","Italy",90,40,"Tuscany","Sangiovese Grosso"
"42628","Chile",87,29,"Colchagua Valley","Red Blend"
"33570","US",89,38,"California","Syrah"
"66746","US",87,45,"California","Pinot Noir"
"30359","England",92,50,"England","Sparkling Blend"
"34513","France",94,50,"Southwest France","Malbec"
"76564","Italy",87,12,"Southern Italy","Red Blend"
"9256","Italy",91,47,"Sicily & Sardinia","Red Blend"
"69864","US",92,49,"California","Pinot Noir"
"128330","US",85,25,"California","Petite Sirah"
"25396","Italy",87,15,"Sicily & Sardinia","White Blend"
"84724","Italy",93,NA,"Piedmont","Nebbiolo"
"95953","Italy",91,45,"Tuscany","Sangiovese"
"77627","US",90,37,"California","Zinfandel"
"101147","France",85,18,"Languedoc-Roussillon","Rhône-style Red Blend"
"48599","US",91,32,"Washington","Bordeaux-style Red Blend"
"51025","France",84,11,"France Other","Red Blend"
"6598","US",86,20,"California","Cabernet Sauvignon"
"2096","US",89,20,"New York","Muskat Ottonel"
"21954","Italy",83,NA,"Veneto","Corvina, Rondinella, Molinara"
"86399","Argentina",88,15,"Other","Malbec"
"135748","Austria",91,34,"Kremstal","Grüner Veltliner"
"14254","US",90,35,"Washington","Mourvèdre"
"118273","Spain",86,8,"Central Spain","Viura"
"45818","US",86,12,"California","Sparkling Blend"
"80511","US",84,20,"California","Chardonnay"
"25395","Italy",87,15,"Sicily & Sardinia","Red Blend"
"99768","South Africa",88,35,"Jonkershoek Valley","Syrah"
"86645","US",88,20,"Washington","Red Blend"
"121410","Italy",88,55,"Central Italy","Pecorino"
"137739","France",90,82,"Rhône Valley","Syrah"
"63886","US",85,16,"Washington","Syrah"
"88104","France",85,15,"Burgundy","Chardonnay"
"46534","France",88,19,"Bordeaux","Bordeaux-style Red Blend"
"80191","US",85,40,"California","Grenache-Syrah"
"75838","US",95,100,"California","Sparkling Blend"
"112316","New Zealand",91,45,"Martinborough","Pinot Noir"
"25715","France",86,NA,"Burgundy","Chardonnay"
"79896","France",87,30,"Languedoc-Roussillon","Rhône-style Red Blend"
"117846","Australia",93,41,"South Australia","Shiraz"
"148636","Italy",85,16,"Northeastern Italy","Pinot Grigio"
"100529","France",87,16,"Southwest France","Chardonnay-Sauvignon"
"20630","Chile",84,10,"Central Valley","Chardonnay"
"103821","South Africa",86,16,"Robertson","Red Blend"
"146516","US",90,41,"California","Cabernet Sauvignon"
"146051","Italy",90,45,"Sicily & Sardinia","Nero d'Avola"
"46403","Italy",90,48,"Sicily & Sardinia","Carricante"
"89520","US",84,12,"California","Chardonnay"
"121759","US",93,36,"Washington","Syrah"
"2172","US",87,26,"California","Chardonnay"
"43711","Italy",87,17,"Central Italy","White Blend"
"96996","US",84,10,"California","Chardonnay"
"15672","New Zealand",87,18,"Canterbury","Pinot Noir"
"130698","US",83,10,"California","Syrah"
"21986","US",92,35,"California","Red Blend"
"74236","US",87,20,"California","Viognier"
"55499","Italy",91,NA,"Piedmont","Nebbiolo"
"13061","US",91,32,"California","Chardonnay"
"70173","Australia",87,10,"South Australia","Riesling"
"89204","France",89,29,"Languedoc-Roussillon","Rhône-style Red Blend"
"23464","France",85,NA,"Burgundy","Pinot Noir"
"49262","US",85,40,"California","Merlot"
"47986","Italy",89,20,"Veneto","Corvina, Rondinella, Molinara"
"54502","US",92,45,"California","Pinot Noir"
"150160","Italy",89,24,"Tuscany","Sangiovese"
"52367","US",92,75,"Washington","Cabernet Sauvignon"
"47314","Italy",84,23,"Piedmont","Cortese"
"87082","Portugal",86,14,"Douro","Touriga Nacional"
"68763","US",87,18,"California","Zinfandel"
"22484","US",92,70,"California","Cabernet Sauvignon"
"110678","South Africa",88,27,"Stellenbosch","Chardonnay"
"111308","France",91,33,"Loire Valley","Sauvignon Blanc"
"114343","US",88,29,"California","Syrah"
"66342","US",84,10,"California","Sauvignon Blanc"
"124311","France",90,27,"Loire Valley","Sauvignon Blanc"
"35301","US",93,34,"California","Pinot Gris"
"82612","France",84,17,"Bordeaux","Bordeaux-style Red Blend"
"117956","US",90,24,"California","Sparkling Blend"
"86244","New Zealand",83,20,"Marlborough","Sauvignon Blanc"
"62589","Italy",89,20,"Northeastern Italy","Pinot Grigio"
"51806","Chile",86,13,"Casablanca Valley","Chardonnay"
"42152","France",84,23,"Burgundy","Chardonnay"
"18018","Spain",82,8,"Central Spain","Tempranillo"
"33947","Germany",93,66,"Mosel","Riesling"
"138296","Italy",89,40,"Northeastern Italy","Pinot Nero"
"58332","US",85,30,"California","Zinfandel"
"37130","Italy",88,27,"Tuscany","Sangiovese"
"89762","US",89,52,"Washington","Cabernet Sauvignon"
"88970","France",88,24,"Alsace","Riesling"
"124399","US",88,36,"California","Zinfandel"
"141378","Italy",86,39,"Lombardy","Sparkling Blend"
"14785","Austria",90,NA,"Kremstal","Grüner Veltliner"
"31959","France",91,55,"Burgundy","Chardonnay"
"117347","US",92,38,"California","Pinot Noir"
"123258","Italy",89,20,"Tuscany","Red Blend"
"94817","US",94,30,"California","Chardonnay"
"111305","US",91,42,"Washington","Syrah"
"28310","Italy",90,60,"Lombardy","Sparkling Blend"
"149452","Portugal",85,22,"Port","Port"
"135732","Austria",91,38,"Wagram-Donauland","Grüner Veltliner"
"136825","France",93,68,"Burgundy","Chardonnay"
"86718","US",91,17,"California","Pinot Noir"
"52625","Austria",91,48,"Kremstal","Grüner Veltliner"
"13250","France",89,49,"Bordeaux","Bordeaux-style Red Blend"
"65858","Portugal",82,9,"Alenquer","Portuguese Red"
"33721","Italy",86,NA,"Veneto","Red Blend"
"66715","US",87,15,"California","Chardonnay"
"47636","US",86,16,"Oregon","Pinot Noir"
"148908","Argentina",83,15,"Mendoza Province","Cabernet Sauvignon"
"27316","US",87,23,"California","White Blend"
"108872","South Africa",90,20,"Stellenbosch","Shiraz"
"110835","Italy",85,13,"Veneto","Prosecco"
"135298","France",85,12,"Bordeaux","Cabernet Sauvignon"
"4399","Chile",87,19,"Cachapoal Valley","Carmenère"
"128155","US",82,29,"California","Rhône-style White Blend"
"11181","Spain",94,140,"Northern Spain","Tinto Fino"
"46997","Italy",87,16,"Northeastern Italy","Pinot Grigio"
"20050","US",91,42,"Oregon","Cabernet Sauvignon"
"77793","Italy",87,18,"Southern Italy","Falanghina"
"38253","Portugal",95,70,"Douro","Portuguese Red"
"140320","US",87,50,"Washington","Red Blend"
"20879","Italy",88,NA,"Veneto","Corvina, Rondinella, Molinara"
"98995","US",93,32,"California","Chardonnay"
"145258","France",87,10,"Provence","Rosé"
"1101","US",87,28,"Washington","Merlot"
"88127","US",90,19,"California","Champagne Blend"
"49297","US",87,7,"Washington","Merlot"
"96410","Italy",88,15,"Central Italy","Red Blend"
"117559","Argentina",85,17,"Mendoza Province","Chardonnay"
"48365","France",88,20,"Bordeaux","Bordeaux-style Red Blend"
"124270","Italy",91,NA,"Piedmont","Nebbiolo"
"116988","US",84,38,"New York","Pinot Noir"
"148328","US",89,30,"California","Chardonnay"
"34126","France",88,39,"Champagne","Champagne Blend"
"143008","US",88,25,"California","Zinfandel"
"34000","US",86,20,"California","Sauvignon Blanc"
"4317","Portugal",89,30,"Alentejano","Viognier"
"145147","France",93,90,"Rhône Valley","Syrah"
"143292","France",93,NA,"Bordeaux","Bordeaux-style Red Blend"
"115107","US",86,16,"California","Chardonnay"
"144768","US",86,20,"Washington","Gewürztraminer"
"10773","Italy",95,70,"Central Italy","Sagrantino"
"12024","US",90,25,"California","Syrah"
"14313","Portugal",86,NA,"Alentejano","Portuguese White"
"44008","US",92,75,"California","Cabernet Sauvignon"
"106863","Italy",85,15,"Piedmont","Moscato"
"13568","Italy",89,35,"Veneto","Corvina, Rondinella, Molinara"
"145405","Italy",90,50,"Tuscany","Cabernet Sauvignon-Merlot"
"110910","US",91,150,"California","Meritage"
"31981","US",87,18,"Washington","Rosé"
"144492","Argentina",81,10,"Other","Malbec"
"113215","Italy",90,25,"Tuscany","Red Blend"
"94505","US",81,65,"California","Zinfandel"
"20957","France",94,NA,"Bordeaux","Bordeaux-style Red Blend"
"17008","US",86,27,"California","Cabernet Sauvignon"
"51294","US",83,25,"New York","Merlot"
"33407","US",84,24,"California","Meritage"
"106277","Spain",85,12,"Northern Spain","Tempranillo-Cabernet Sauvignon"
"63037","US",94,50,"Washington","Syrah"
"39606","US",89,12,"California","Syrah"
"94095","Chile",83,13,"Maule Valley","Red Blend"
"132211","France",91,56,"Languedoc-Roussillon","Grenache"
"115764","US",86,24,"California","Zinfandel"
"122401","Australia",90,75,"Western Australia","Bordeaux-style Red Blend"
"39749","France",92,75,"Bordeaux","Bordeaux-style Red Blend"
"143363","France",87,29,"Loire Valley","Sauvignon Blanc"
"102161","Chile",85,10,"Maule Valley","Chardonnay"
"112735","Argentina",91,23,"Mendoza Province","Malbec"
"44821","Spain",85,NA,"Northern Spain","Tempranillo Blend"
"82649","Portugal",90,16,"Lisboa","Touriga Nacional"
"56023","Italy",91,NA,"Piedmont","Nebbiolo"
"27148","US",90,45,"California","Syrah"
"129605","Chile",85,10,"Colchagua Valley","Cabernet Sauvignon"
"107309","France",97,NA,"Bordeaux","Bordeaux-style Red Blend"
"150812","US",88,22,"California","Merlot"
"126457","Italy",92,105,"Veneto","Corvina, Rondinella, Molinara"
"85977","France",90,50,"Alsace","Pinot Gris"
"130126","Chile",83,11,"Central Valley","Rosé"
"62947","US",86,10,"Washington","Cabernet Sauvignon"
"130985","France",88,57,"Champagne","Champagne Blend"
"80533","US",81,25,"California","Barbera"
"43352","US",86,25,"California","Pinot Noir"
"115710","US",85,35,"California","Pinot Noir"
"64180","US",83,24,"California","Syrah"
"85655","Argentina",90,45,"Mendoza Province","Red Blend"
"22502","Romania",89,20,"Dealu Mare","Pinot Noir"
"41896","Italy",87,18,"Veneto","Glera"
"28337","US",82,15,"California","Zinfandel"
"41871","Italy",90,60,"Tuscany","Sangiovese Grosso"
"25090","Australia",88,46,"South Australia","Riesling"
"87518","Italy",91,NA,"Piedmont","Nebbiolo"
"49138","France",88,48,"Burgundy","Pinot Noir"
"149155","US",84,20,"California","Merlot"
"15880","US",89,24,"Washington","Merlot"
"140962","Australia",90,22,"South Australia","Shiraz"
"138503","Italy",90,32,"Sicily & Sardinia","Carignano"
"26083","US",85,20,"California","Cabernet Franc"
"35047","Greece",89,23,"Pangeon","White Blend"
"41079","US",90,30,"California","Cabernet Franc"
"106582","Italy",85,14,"Veneto","Prosecco"
"108308","France",91,NA,"Bordeaux","Bordeaux-style White Blend"
"46937","Italy",87,16,"Tuscany","Sangiovese"
"66534","US",81,15,"California","Red Blend"
"84903","Italy",89,35,"Tuscany","Sangiovese"
"99509","France",88,17,"Bordeaux","Bordeaux-style Red Blend"
"103740","Portugal",92,37,"Douro","Portuguese Red"
"28206","Turkey",89,18,"Aegean","Sauvignon Blanc"
"54500","US",92,36,"Oregon","Zinfandel"
"6153","US",88,48,"California","Pinot Noir"
"43550","US",91,20,"California","Sparkling Blend"
"98456","US",95,60,"Oregon","Chardonnay"
"25012","Spain",89,45,"Andalucia","Palomino"
"77837","Australia",88,13,"Western Australia","Shiraz"
"90557","Italy",85,NA,"Northeastern Italy","Pinot Noir"
"43772","France",86,30,"Rhône Valley","Rhône-style Red Blend"
"69206","Italy",85,15,"Tuscany","White Blend"
"39153","France",86,30,"Alsace","Riesling"
"94251","France",86,NA,"Alsace","Pinot Noir"
"1107","US",87,40,"Washington","Touriga Nacional"
"73771","Italy",86,12,"Tuscany","Red Blend"
"29261","US",89,65,"California","Pinot Noir"
"88067","Italy",88,27,"Veneto","Glera"
"19320","Argentina",80,15,"Mendoza Province","Malbec"
"143003","US",88,28,"California","Zinfandel"
"640","Italy",90,42,"Piedmont","Nebbiolo"
"51032","Spain",89,24,"Galicia","Albariño"
"134143","US",86,18,"California","Bordeaux-style White Blend"
"4793","France",86,20,"Loire Valley","Sauvignon Blanc"
"91467","US",84,8,"California","Syrah"
"43554","Italy",91,40,"Tuscany","Red Blend"
"24904","Italy",88,18,"Sicily & Sardinia","White Blend"
"28250","US",90,50,"California","Meritage"
"109343","US",85,30,"California","Cabernet Sauvignon"
"44374","South Africa",85,10,"Polkadraai Hills","Chenin Blanc-Sauvignon Blanc"
"98791","France",93,35,"Loire Valley","Chenin Blanc"
"12706","Portugal",93,55,"Douro","Portuguese Red"
"95932","France",89,NA,"Bordeaux","Bordeaux-style Red Blend"
"139897","US",89,34,"California","Chardonnay"
"122661","Chile",91,35,"Curicó Valley","Cabernet Sauvignon"
"9929","Argentina",85,13,"Mendoza Province","Malbec"
"70893","US",89,60,"California","Cabernet Sauvignon"
"18292","France",87,12,"Southwest France","Red Blend"
"91121","US",86,40,"Pennsylvania","Meritage"
"83317","Australia",87,10,"New South Wales","Shiraz"
"60103","US",90,30,"Washington","Chardonnay"
"44569","Italy",91,42,"Sicily & Sardinia","Syrah"
"60074","US",84,38,"California","Chardonnay"
"119121","US",82,11,"California","Red Blend"
"65116","Italy",85,16,"Northeastern Italy","Pinot Grigio"
"123451","Spain",85,NA,"Northern Spain","Garnacha"
"117994","Austria",89,25,"Wachau","Grüner Veltliner"
"88285","Italy",90,40,"Lombardy","Nebbiolo"
"41482","US",83,22,"California","Zinfandel"
"77269","Australia",88,46,"Western Australia","Bordeaux-style Red Blend"
"116778","France",94,110,"Burgundy","Pinot Noir"
"18165","US",86,20,"California","Pinot Noir"
"142586","US",94,75,"California","Cabernet Sauvignon"
"84492","France",92,NA,"Alsace","Gewürztraminer"
"94563","US",87,45,"California","Pinot Noir"
"65760","New Zealand",86,13,"Marlborough","Sauvignon Blanc"
"64391","Chile",87,15,"Colchagua Valley","Cabernet Sauvignon"
"52497","Italy",86,9,"Sicily & Sardinia","Nero d'Avola"
"109215","Italy",93,95,"Veneto","Corvina, Rondinella, Molinara"
"51270","Italy",87,18,"Veneto","Corvina, Rondinella, Molinara"
"136417","Spain",83,8,"Central Spain","Tempranillo-Cabernet Sauvignon"
"62717","US",87,32,"California","Pinot Noir"
"39200","New Zealand",87,25,"Marlborough","Pinot Noir"
"24298","US",93,50,"California","Pinot Noir"
"36096","Germany",90,65,"Mosel","Riesling"
"109712","US",92,55,"California","Zinfandel"
"118549","Germany",83,15,"Mosel","Riesling"
"94112","US",92,35,"California","Zinfandel"
"100403","Australia",90,55,"South Australia","Shiraz"
"37400","Italy",91,NA,"Tuscany","Red Blend"
"27647","Italy",89,49,"Northeastern Italy","Pinot Nero"
"75466","Italy",86,NA,"Piedmont","Sparkling Blend"
"108268","US",83,20,"California","White Blend"
"103791","Israel",85,25,"Galilee","Cabernet Sauvignon"
"64382","US",88,13,"Washington","Chardonnay"
"99458","Italy",88,NA,"Tuscany","Sangiovese"
"33610","US",88,28,"California","Pinot Noir"
"25405","US",87,54,"California","Pinot Noir"
